id,band_gap
4308228.cif,0.313
4306089.cif,1.781
4306098.cif,1.649
4337175.cif,0
4303140.cif,0
4303077.cif,0
4305204.cif,0
4308189.cif,0
4303392.cif,0
4306986.cif,2.721
4325820.cif,0
4304676.cif,0
4305687.cif,0
4307028.cif,0
4301961.cif,0
4305747.cif,0
4319946.cif,0
4816224.cif,0
4308876.cif,0
4305822.cif,3.79
4309527.cif,0
4305141.cif,0
4308345.cif,0
4309812.cif,0
4303830.cif,0
4336518.cif,0
4307499.cif,0.379
4304508.cif,0.925
4306917.cif,0
4302882.cif,0
4336635.cif,0
4181721.cif,0
4320489.cif,0
4322784.cif,0
4307418.cif,0
4303887.cif,0
4326570.cif,0
4306335.cif,0
4303500.cif,0
4309218.cif,0
4349553.cif,0
4337013.cif,1.531
4304895.cif,0
4304856.cif,0
4815981.cif,0
4316517.cif,0
4309548.cif,0
4304364.cif,0
4302993.cif,0
4336743.cif,0
4304463.cif,0
4303164.cif,0
4322067.cif,0
4303719.cif,0
4304769.cif,0
4304073.cif,0
4313952.cif,0
4315125.cif,0
4305954.cif,0.645
4322892.cif,0
4336881.cif,0
4304208.cif,0
4306320.cif,0
4304373.cif,0
4322391.cif,0
4306143.cif,0
4337049.cif,0
4309341.cif,0
4302717.cif,0
4305234.cif,0
4304631.cif,0
4307865.cif,3.432
4336728.cif,0
4337121.cif,0
4307403.cif,1.093
4303011.cif,0
4337112.cif,0
4336890.cif,0
4303146.cif,0
4306218.cif,0
4304805.cif,0
4308600.cif,0
4305396.cif,0
4307787.cif,0
4306194.cif,0
4308096.cif,0
4305756.cif,0
4303794.cif,0
4306569.cif,0
4313802.cif,0
4860933.cif,0.677
4305525.cif,2.554
4305669.cif,0
4317717.cif,0
4308651.cif,0.355
4303356.cif,0
4304982.cif,0
4336842.cif,0
4306407.cif,0
4309425.cif,0
4315617.cif,0
4307019.cif,0
4305813.cif,0
4336866.cif,0
4336926.cif,0
4304622.cif,0
4305354.cif,0
4305249.cif,0
4311366.cif,0
4304040.cif,0
4313724.cif,0
4183011.cif,0
4324533.cif,0.969
4306524.cif,0
4308645.cif,0
4309485.cif,0
4336872.cif,0
4303845.cif,0
4386864.cif,0
4305534.cif,0
4302987.cif,0
4860960.cif,0.77
4815876.cif,0
4305846.cif,0
4816182.cif,0
4310529.cif,0
4308723.cif,0
4336992.cif,0
4337214.cif,0
4309176.cif,1.423
4304949.cif,0
4310463.cif,0
4305156.cif,0
4305333.cif,0
4305963.cif,0
4337274.cif,0
4336776.cif,0
4861497.cif,0
4306473.cif,0
4306443.cif,0
4304832.cif,0
4303785.cif,0
4322919.cif,1.604
4336800.cif,0
4304691.cif,0
4304838.cif,0
4307634.cif,0
4337034.cif,0
4307034.cif,0
4336788.cif,0
4311135.cif,0
4310760.cif,2.976
4316031.cif,0
4336938.cif,0
4304286.cif,0
4816005.cif,1.692
4304847.cif,0
4879242.cif,0
4336896.cif,0
4303551.cif,0
4307244.cif,0
4310229.cif,0
4305915.cif,0
4336818.cif,0
4305627.cif,0
4307049.cif,0
4306785.cif,0
4307751.cif,1.911
4308714.cif,2.72
4319397.cif,0
4336302.cif,0
4309506.cif,0
4336620.cif,0
4307514.cif,0
4303407.cif,0
4304862.cif,0
4306416.cif,0
4860969.cif,0
4315134.cif,0
4306344.cif,0
4305570.cif,0
4304082.cif,0
4321206.cif,0
4306326.cif,0
4308390.cif,0
4318659.cif,0
4307379.cif,0
4303611.cif,0
4310613.cif,0
4308105.cif,0
4304913.cif,0
4308498.cif,0
4305114.cif,0
4307550.cif,0
4308489.cif,0
4306515.cif,0
4307178.cif,0
4310544.cif,0
4309302.cif,0
4307304.cif,0
4310394.cif,0
4308132.cif,0
4306236.cif,0
4308687.cif,0
4306692.cif,0
4336965.cif,0
4307919.cif,0
4307925.cif,0
4307988.cif,0
4309596.cif,0
4306863.cif,0
4308219.cif,0
4318668.cif,0
4309956.cif,0
4309041.cif,0
4312122.cif,0
4309491.cif,0
4184649.cif,0
4315881.cif,0
4309632.cif,0
4317246.cif,0
4307322.cif,0
4314054.cif,0.36
4309065.cif,0
4336734.cif,0
4303944.cif,0
4306392.cif,0
4304643.cif,0
4336764.cif,0
4306560.cif,0
4317840.cif,0
4308867.cif,0
4861515.cif,0
4305828.cif,0
4305765.cif,0
4307103.cif,0
4879335.cif,0
4306113.cif,0
4305975.cif,0
4306935.cif,0
4305462.cif,0
4306245.cif,0
4306509.cif,0
4305855.cif,0
4308531.cif,0
4183605.cif,0
4317321.cif,0
4303770.cif,1.423
4310745.cif,0
4307979.cif,0
4317114.cif,0
4309392.cif,0
4307271.cif,0
4314810.cif,0
4314699.cif,0
4313544.cif,2.198
4316997.cif,0
4308180.cif,0
4315677.cif,0
4304229.cif,0
4336953.cif,0
4305921.cif,0
4306266.cif,0
4307088.cif,0
4326579.cif,0
4336758.cif,0
4337100.cif,0
4307643.cif,0
4304100.cif,0
4861575.cif,0
4305405.cif,0
4305771.cif,0
4336746.cif,0
4306149.cif,0
4309872.cif,0
4815837.cif,0
4336950.cif,0
4861581.cif,0
4337268.cif,3.002
4308054.cif,1.508
4306707.cif,0
4313643.cif,0
4322346.cif,0
4308888.cif,0
4322028.cif,0
4310151.cif,0
4307610.cif,0
4305984.cif,0
4316709.cif,0
4315653.cif,0
4327572.cif,0
4307796.cif,1.814
4337172.cif,0
4307664.cif,0
4305453.cif,0
4816674.cif,0.815
4337079.cif,0
4316868.cif,0
4307490.cif,0
4307910.cif,1.8
4304715.cif,0
4336491.cif,0
4304706.cif,0
4306890.cif,0
4182954.cif,0
4308168.cif,0
4337097.cif,0
4305576.cif,0
4315530.cif,0
4309326.cif,0
4310211.cif,0
4305726.cif,0
4313976.cif,0
4308549.cif,0
4305939.cif,0
4304652.cif,0
4309470.cif,0
4311480.cif,0
4307970.cif,0
4307598.cif,0
4337196.cif,0
4336932.cif,0
4182768.cif,0
4310289.cif,0
4317636.cif,0
4879140.cif,0
4337043.cif,0
4309431.cif,0
4308030.cif,0
4337064.cif,0
4309707.cif,0
4309746.cif,0
4311036.cif,0
4310694.cif,0
4307529.cif,0
4860987.cif,0
4315428.cif,0
4314882.cif,0
4311300.cif,0
4316229.cif,0
4315245.cif,0
4314975.cif,0
4319109.cif,0
4307154.cif,0
4305105.cif,3.002
4308015.cif,0
4310454.cif,0
4304745.cif,0
4314378.cif,3.153
4306653.cif,0
4307235.cif,0
4309686.cif,0
4316256.cif,0.29
4322733.cif,0
4316937.cif,0
4313328.cif,0
4309848.cif,0
4310895.cif,0
4309590.cif,0
4316403.cif,0
4307559.cif,0
4305474.cif,3.153
4308024.cif,0
4310103.cif,0
4307943.cif,0
4308555.cif,0
4337010.cif,0
4309170.cif,0
4307880.cif,0
4309089.cif,0
4337085.cif,0
4307778.cif,0
4816599.cif,0
4307436.cif,1.947
4308414.cif,1.813
4308930.cif,0
4307892.cif,0
4337037.cif,0
4305999.cif,0
4316415.cif,0
4336782.cif,0
4313397.cif,0
4304871.cif,0
4337193.cif,0
4337094.cif,0
4306425.cif,0
4307295.cif,0
4308297.cif,0
4307832.cif,0
4307568.cif,0
4336986.cif,0
4316076.cif,0
4307901.cif,0
4305867.cif,0
4306794.cif,0
4315332.cif,0
4313610.cif,0
4306818.cif,0
4305051.cif,0
4320153.cif,0
4315929.cif,0
4308579.cif,0
4336971.cif,0
4307952.cif,0
4306701.cif,0
4306827.cif,0
4336878.cif,0
4308540.cif,0
4315560.cif,0
4861050.cif,0
4305258.cif,1.119
4307058.cif,0
4314795.cif,0
4306662.cif,1.071
4336908.cif,0
4816323.cif,0
4307445.cif,0
4337133.cif,0
4314369.cif,3.213
4336893.cif,0
4860993.cif,0
4308285.cif,0
4309200.cif,1.646
4307589.cif,0
4879323.cif,0
4318362.cif,3.064
4307121.cif,0
4305876.cif,0
4307127.cif,0
4305585.cif,0
4323273.cif,0
4336839.cif,0
4307067.cif,0
4307706.cif,0
4315719.cif,0
4860159.cif,0
4336989.cif,0
4336905.cif,0
4307736.cif,0
4315254.cif,0
4309047.cif,0
4308210.cif,0
4828209.cif,0
4861584.cif,0
4305594.cif,0
4307289.cif,0
4305930.cif,0
4815924.cif,0
4336920.cif,0
4309449.cif,0
4317672.cif,0
4308786.cif,0
4318002.cif,0
5188839.cif,0
4337127.cif,0
4309227.cif,0
4337016.cif,0
4314945.cif,2.108
4305837.cif,0
4816278.cif,0
4337163.cif,0
4306275.cif,0
4308843.cif,0
4315554.cif,0.69
4321680.cif,0
4816419.cif,0
4311498.cif,1.752
4315974.cif,0
4313502.cif,0
4310715.cif,0
4337103.cif,0
4861017.cif,0
4311231.cif,0
4314225.cif,0
4309209.cif,0
4310196.cif,0
4314918.cif,0
4311246.cif,0
4308243.cif,0
4816209.cif,0
4306941.cif,3.125
4308198.cif,0
4306899.cif,0
4309800.cif,0
4336821.cif,0
4308303.cif,0
4308810.cif,0
4319616.cif,0
4309692.cif,0
4307430.cif,0
4307313.cif,0
4305780.cif,0
4308474.cif,0
4336761.cif,0
4307523.cif,0
4337058.cif,1.599
4307823.cif,2.589
4310361.cif,0
4308126.cif,0
4309941.cif,0
4309233.cif,0
4308702.cif,0
4308063.cif,0.673
4309032.cif,0
4307505.cif,0
4306725.cif,0
4322712.cif,0
4310187.cif,0
4307136.cif,0
4307682.cif,2.748
4307814.cif,0
4336956.cif,0
4314354.cif,0
4182963.cif,1.692
4306995.cif,0
4315728.cif,0
4309056.cif,0
4310448.cif,0
4816293.cif,0
4861530.cif,0
4308150.cif,0
4319340.cif,0
4310370.cif,0
4309830.cif,0
4308141.cif,0
4321887.cif,0
4308252.cif,0
4816563.cif,0
4183017.cif,0
4310823.cif,0
4310253.cif,0
4308423.cif,0
4323639.cif,0
4308429.cif,0
4307850.cif,0
4316625.cif,1.569
4309242.cif,0
4310754.cif,0
4316046.cif,0
4308363.cif,0
4305786.cif,0
4306908.cif,0
4305885.cif,0
4309185.cif,0
4306452.cif,0
4305945.cif,0
4314234.cif,0
4310814.cif,0
4308237.cif,0
4308960.cif,0
4308744.cif,0
4308852.cif,0
4317225.cif,0
4308564.cif,0
4306737.cif,0
4309980.cif,0
4310538.cif,0
4317906.cif,0
4308738.cif,0
4316337.cif,0
4306671.cif,0
4183320.cif,0
4308372.cif,0
4316163.cif,0
4317036.cif,0
4336887.cif,0
4308573.cif,0
4308330.cif,0
4309296.cif,0
4310379.cif,0
4308615.cif,0
4310274.cif,0
4306170.cif,0
4314030.cif,0
4308828.cif,0
4337076.cif,0
4337091.cif,0
4816221.cif,0
4313709.cif,0
4182141.cif,0
4323105.cif,0
4314393.cif,0
4314669.cif,0
4311423.cif,0
4319733.cif,0
4861536.cif,0
4322979.cif,0
4315962.cif,1.986
4314306.cif,0
4310298.cif,0
4311555.cif,0
4316073.cif,0
4311147.cif,0
4313769.cif,1.521
4311315.cif,0
4182018.cif,0
4309995.cif,0
4310142.cif,0
4315290.cif,0.993
4311537.cif,0
4309374.cif,0
4336947.cif,0
4309350.cif,0
4308312.cif,0
4311489.cif,0
4317984.cif,0
4321707.cif,0
4307697.cif,0
4309965.cif,0.463
4308270.cif,0
4310247.cif,0
4308936.cif,0
4314801.cif,0
4307841.cif,0
4308321.cif,0
4316274.cif,0.966
4310043.cif,0
4336884.cif,0
4311126.cif,0
4316526.cif,0
4308804.cif,1.781
4358172.cif,0
4315050.cif,0
4311021.cif,0
4307616.cif,0
4311462.cif,0
4311546.cif,0
4309080.cif,0
4310178.cif,0
4310349.cif,0
4336917.cif,0
4321389.cif,0
4311402.cif,1.704
4306809.cif,0
4309614.cif,0
4316370.cif,0
4336845.cif,0
4309569.cif,0
4337022.cif,0
4337160.cif,0
4310847.cif,0
4879209.cif,0
4309839.cif,0
4316583.cif,0
4336833.cif,0
4320009.cif,0
4310772.cif,0
4308762.cif,0
4861539.cif,0
4308438.cif,0
4308261.cif,0
4306590.cif,0
4314363.cif,0.745
4319472.cif,0
4317444.cif,0
4309947.cif,0
4313619.cif,0
4309137.cif,0
4307196.cif,0
4310619.cif,0
4316388.cif,0
4316991.cif,0.402
4816290.cif,0
4309383.cif,0
4310553.cif,0
4310112.cif,0
4315833.cif,0
4861590.cif,0
4314183.cif,0
4311195.cif,0
4323879.cif,0
4310127.cif,0
4316103.cif,0
4315155.cif,0
4309971.cif,0
4313310.cif,0
4816359.cif,0
4336929.cif,0
4861041.cif,0
4316220.cif,0
4310061.cif,0
4315032.cif,0
4315395.cif,0
4816689.cif,0
4316616.cif,1.649
4183224.cif,0
4314903.cif,0
4310637.cif,0
4323600.cif,0
4317390.cif,0
4308594.cif,0
4307688.cif,0
4309146.cif,0
4337046.cif,0
4310937.cif,0
4318923.cif,0
4308951.cif,0
4337070.cif,0
4307205.cif,0
4307187.cif,0
4318407.cif,0
4306974.cif,0
4336641.cif,0
4308279.cif,0
4310562.cif,0
4308903.cif,0
4316283.cif,0
4310949.cif,0
4308969.cif,0
4309098.cif,0
4313553.cif,0
4313943.cif,0
4321722.cif,0
4309821.cif,0
4315695.cif,0
4308771.cif,0
4317093.cif,0
4313835.cif,0
4307856.cif,0
4317099.cif,0
4182690.cif,0
4320348.cif,0
4861614.cif,0
4366833.cif,0
4861626.cif,0
4310970.cif,0
4311393.cif,0
4313319.cif,0
4310604.cif,0
4316487.cif,0
4313343.cif,0
4321614.cif,0
4307217.cif,0
4183164.cif,0
4316085.cif,0
4323981.cif,0
4337001.cif,0
4336863.cif,0
4187724.cif,0
4311030.cif,0
4182969.cif,1.042
4309887.cif,0.571
4316055.cif,0
4310052.cif,0
4314519.cif,0
4313625.cif,0
4315803.cif,0
4336452.cif,1.83
4315992.cif,0
4182024.cif,0
4310265.cif,0
4861044.cif,0
4309110.cif,0
4879125.cif,0
4310118.cif,0
4308624.cif,0
4176471.cif,0.77
4310136.cif,0
4318536.cif,1.561
4308660.cif,0
4326351.cif,0
4314708.cif,0
4316658.cif,0
4307994.cif,0
4308978.cif,0
4310829.cif,0
4314039.cif,0
4318356.cif,0
4313634.cif,0
4322463.cif,0
4313559.cif,1.993
4310481.cif,0
4337052.cif,0
4310979.cif,0
4314444.cif,2.4
4307463.cif,0
4316664.cif,0
4314726.cif,0.687
4310472.cif,1.469
4310838.cif,0
4309407.cif,0
4314546.cif,0
4861155.cif,0
4311213.cif,0
4311237.cif,0
4313481.cif,1.31
4310496.cif,0
4309647.cif,0
4310703.cif,0
4310307.cif,0
4310790.cif,1.963
4816425.cif,0
4315800.cif,0
4319214.cif,0
4316361.cif,0
4313652.cif,0
4323282.cif,1.748
4309905.cif,0
4315623.cif,0
4314063.cif,0
4337115.cif,0
4310913.cif,0
4314759.cif,0
4338981.cif,0
4323648.cif,0
4317816.cif,0
4314819.cif,1.703
4310412.cif,0
4316424.cif,0
4313406.cif,0
4314420.cif,0
4311471.cif,0
4310781.cif,0
4310685.cif,0
4313517.cif,0
4309896.cif,0
4313829.cif,0
4315440.cif,0
4317693.cif,0
4337061.cif,0
4322289.cif,0
4879113.cif,0
4323081.cif,0
4311204.cif,0
4313583.cif,0
4314243.cif,0.591
4310316.cif,0
4310628.cif,0
4319208.cif,0
4315584.cif,0
4315350.cif,0
4309332.cif,0
4309458.cif,0
4310067.cif,0
4310958.cif,0
4314513.cif,0
4310388.cif,0
4309761.cif,0
4337118.cif,0
4316136.cif,1.68
4309161.cif,0
4309401.cif,0
4314435.cif,0
4315998.cif,0
4310568.cif,0
4314315.cif,0
4316793.cif,0
4319088.cif,0
4316751.cif,1.847
4308354.cif,0
4316640.cif,0
4315818.cif,1.261
4308669.cif,0
4310988.cif,0
4317261.cif,0
4322259.cif,2.51
4314144.cif,0
4314735.cif,0
4309641.cif,0
4309656.cif,0
4313574.cif,0
4309911.cif,2.753
4336404.cif,0
4314612.cif,0
4308984.cif,0
4315632.cif,0
4317231.cif,0.801
4321632.cif,0
4315386.cif,0
4337040.cif,0
4314189.cif,0
4311222.cif,2.932
4337106.cif,0
4313718.cif,0
4337073.cif,0
4320144.cif,0
4314744.cif,0
4319223.cif,0
4316508.cif,0
4310721.cif,1.454
4374195.cif,0
4183551.cif,0
4313412.cif,0
4184529.cif,0
4309515.cif,0
4317198.cif,0
4315947.cif,0
4310646.cif,0
4313814.cif,2.442
4310904.cif,0
4337142.cif,0
4322151.cif,0
4317597.cif,0
4316352.cif,0
4316346.cif,0
4315299.cif,0.336
4315263.cif,0
4316778.cif,0.884
4310925.cif,0
4315452.cif,0
4315734.cif,0
4316007.cif,0
4336995.cif,0
4316454.cif,0
4182864.cif,0
4361013.cif,0
4317492.cif,0
4183443.cif,0
4319685.cif,0
4316568.cif,0
4321503.cif,0
4317783.cif,0
4319355.cif,0
4322193.cif,0
4316784.cif,0
4315362.cif,0
4317735.cif,0
4337157.cif,0
4313970.cif,0
4336998.cif,0
4354710.cif,0
4316094.cif,0
4314048.cif,0
4315827.cif,0
4314282.cif,1.806
4309278.cif,0
4314327.cif,0
4316148.cif,0.881
4317459.cif,0.893
4321512.cif,0
4313844.cif,0
4309416.cif,0
4313334.cif,0
4316193.cif,0
4816227.cif,0
4318233.cif,0
4314843.cif,1.741
4324203.cif,0
4313778.cif,0
4314984.cif,0
4314453.cif,0
4314927.cif,0
4316559.cif,0
4315443.cif,0
4336935.cif,0
4317900.cif,0
4322058.cif,0
4815915.cif,0
4315686.cif,0
4311507.cif,0
4318185.cif,0.52
4318947.cif,0
4321365.cif,0
4816212.cif,0
4337166.cif,0
4313985.cif,0
4318119.cif,1.032
4315509.cif,0
4319409.cif,0
4315098.cif,0
4316142.cif,0
4317375.cif,1.055
4311432.cif,0
4315191.cif,0
4317993.cif,0.825
4316631.cif,0
4314399.cif,0
4315809.cif,0
4315308.cif,0
4316496.cif,0
4315461.cif,0
4317831.cif,0
4310655.cif,3.099
4324173.cif,0
4311051.cif,2.257
4319349.cif,0
4336434.cif,0
4310403.cif,0
4318239.cif,0
4314078.cif,0
4316292.cif,0
4789047.cif,1.48
4862778.cif,0.576
4810524.cif,3.202
4810593.cif,1.572
4810620.cif,2.549
4810557.cif,0
4810539.cif,2.362
4801437.cif,3.202
4801476.cif,0
4801488.cif,0
4801491.cif,0
4801665.cif,7.598
4801668.cif,6.977
4801839.cif,6.935
4801842.cif,6.806
4801845.cif,7.726
4801848.cif,3.5
4813863.cif,0
4801851.cif,7.429
4801854.cif,7.944
4801857.cif,0
4801860.cif,3.438
4801863.cif,6.987
4801866.cif,2.841
4802007.cif,0
4802010.cif,0
4802013.cif,0
4802016.cif,0
4802094.cif,0
4802487.cif,0
4802781.cif,0
4802922.cif,0
4802949.cif,0
4802955.cif,0
4802958.cif,0
4802961.cif,0
4802967.cif,0
4803213.cif,0
4803228.cif,0
4803240.cif,0
4803246.cif,0
4803249.cif,0
4803252.cif,0
4803255.cif,0
4803348.cif,0
4803450.cif,1.872
4803504.cif,0
4814082.cif,0
4813794.cif,2.477
4814328.cif,0
4814124.cif,0
4813992.cif,0
4813926.cif,0
4814214.cif,0
4814325.cif,0
4814256.cif,0
4276071.cif,0
4850082.cif,0
4850061.cif,0
4831680.cif,0
4832088.cif,1.755
4833084.cif,0
4832226.cif,3.823
4832199.cif,0
4835310.cif,3.332
4832943.cif,0
4832964.cif,0
4833204.cif,0.448
4832067.cif,3.864
4833513.cif,2.127
4832913.cif,0
4894560.cif,0
4832973.cif,3.831
4834872.cif,0
4836159.cif,0
4831683.cif,4.209
4831689.cif,3.309
4832124.cif,0
4832202.cif,0
4833387.cif,0
4894368.cif,0.771
4835895.cif,0
4833141.cif,0
4831704.cif,0
4831722.cif,0
4862013.cif,0.923
4832130.cif,2.154
4831737.cif,0
4831716.cif,0
4831746.cif,1.019
4833657.cif,0.315
4834281.cif,0
4894371.cif,0
4894923.cif,0.751
4833174.cif,0.836
4831725.cif,0
4831692.cif,0
4894332.cif,0
4832286.cif,3.502
4831695.cif,0
4832232.cif,0
4831713.cif,2.492
4836174.cif,0.971
4833183.cif,0
4833120.cif,0
4833063.cif,0
4834110.cif,0
4833300.cif,0
4834827.cif,3.223
4832121.cif,0
4833054.cif,0
4833207.cif,2.068
4832082.cif,0.47
4894914.cif,0
4831707.cif,0
4833492.cif,2.615
4832235.cif,1.687
4833789.cif,0
4832220.cif,3.837
4832076.cif,0.38
4832268.cif,0
4832619.cif,0
4832316.cif,0
4831770.cif,0
4833147.cif,1.816
4832256.cif,0
4833099.cif,0
4833483.cif,1.586
4862037.cif,0
4833642.cif,0
4833093.cif,0
4832097.cif,0
4833096.cif,0
4832301.cif,0
4831710.cif,0
4835868.cif,1.671
4834374.cif,3.684
4832331.cif,0
4834635.cif,0
4833501.cif,0
4832109.cif,0
4834494.cif,0
4832157.cif,0
4832307.cif,0
4833180.cif,0
4832223.cif,1.195
4833027.cif,0
4833078.cif,3.983
4832145.cif,0
4832148.cif,0
4894761.cif,3.318
4833003.cif,0
4833846.cif,0
4832217.cif,3.16
4894296.cif,0
4832406.cif,0
4832280.cif,4.166
4862016.cif,0.301
4860135.cif,0
4833420.cif,0
4833105.cif,1.677
4833219.cif,0
4835736.cif,0
4832106.cif,0
4862136.cif,0.558
4834371.cif,0
4832259.cif,0
4832337.cif,0
4831743.cif,0
4832262.cif,0
4832205.cif,0
4832085.cif,0
4832349.cif,0
4832160.cif,0
4832298.cif,0
4832253.cif,0
4834449.cif,0
4862748.cif,0.617
4832163.cif,0
4832763.cif,0
4833132.cif,0
4835859.cif,0
4832904.cif,0.743
4832988.cif,0
4862346.cif,0
4831764.cif,0
4833936.cif,3.608
4833507.cif,1.346
4831740.cif,0
4836027.cif,0
4833246.cif,0
4833108.cif,0
4833900.cif,0
4831767.cif,0
4831758.cif,0
4833711.cif,0
4833813.cif,0
4833417.cif,0
4833060.cif,0
4832214.cif,0
4836039.cif,1.792
4835172.cif,0
4835091.cif,0
4832247.cif,2.05
4833756.cif,0.989
4833267.cif,2.5
4833471.cif,0
4833249.cif,0
4832388.cif,0
4833036.cif,0
4832355.cif,0
4832271.cif,2.546
4832583.cif,0
4832187.cif,0
4834995.cif,0
4832562.cif,0
4831698.cif,0
4833402.cif,0.442
4833090.cif,0
4833786.cif,0
4836018.cif,0.99
4831749.cif,0
4832745.cif,0
4833759.cif,1.597
4832265.cif,0
4833156.cif,0
4832283.cif,0
4831779.cif,0.739
4833999.cif,0
4832142.cif,0
4834764.cif,0
4832400.cif,0
4832580.cif,0
4833222.cif,0
4833426.cif,0
4832295.cif,1.714
4832460.cif,0
4831797.cif,0
4832358.cif,0
4832361.cif,2.12
4834800.cif,0
4833957.cif,2.695
4833153.cif,0
4833405.cif,0.588
4833276.cif,0
4832112.cif,0
4831791.cif,0
4835793.cif,0
4832151.cif,0
4833393.cif,0
4833291.cif,0
4832328.cif,0
4832535.cif,0
4833372.cif,0
4832370.cif,0
4835835.cif,0
4863312.cif,0
4831794.cif,3.765
4831776.cif,0
4832997.cif,0
4833159.cif,0
4831677.cif,0
4832064.cif,0
4833462.cif,0
4832115.cif,0
4835886.cif,0
4833057.cif,0
4834140.cif,0
4831806.cif,0.883
4832325.cif,0
4833519.cif,2.228
4832292.cif,0
4835004.cif,0
4832424.cif,0
4832385.cif,3.029
4832541.cif,0
4832277.cif,0
4834614.cif,0
4832448.cif,0
4835889.cif,0
4832313.cif,3.016
4833762.cif,0
4833240.cif,0
4832376.cif,1.68
4831845.cif,0
4831842.cif,0
4833411.cif,0
4832352.cif,0
4833651.cif,0
4834815.cif,0
4835850.cif,0
4832418.cif,0
4833606.cif,0
4895052.cif,0
4832523.cif,0
4833516.cif,0
4833468.cif,0
4833876.cif,0
4834029.cif,2.971
4831863.cif,3.318
4831866.cif,0
4835664.cif,0
4832346.cif,0
4832544.cif,0
4832421.cif,0
4833561.cif,0
4833747.cif,0
4831896.cif,0
4833537.cif,1.754
4833654.cif,0
4832475.cif,0
4833390.cif,0
4833384.cif,0
4832322.cif,0
4833858.cif,0.407
4834020.cif,0
4832373.cif,0.456
4832427.cif,3.915
4832835.cif,0
4832490.cif,2.356
4862019.cif,0
4834023.cif,0.844
4831920.cif,0
4834329.cif,0
4833195.cif,0
4834383.cif,2.412
4832736.cif,0
4835829.cif,0
4832781.cif,0
4832673.cif,0.61
4835772.cif,1.396
4834638.cif,0
4894302.cif,0
4833771.cif,0
4831875.cif,0.539
4833264.cif,0
4834386.cif,3.699
4832487.cif,0
4835892.cif,0
4835484.cif,0
4832718.cif,0
4832430.cif,4.033
4833459.cif,0
4832466.cif,0
4832571.cif,0
4832838.cif,0
4832751.cif,0
4832520.cif,0
4831893.cif,0
4832577.cif,0
4833735.cif,0
4834350.cif,1.817
4832484.cif,0
4835553.cif,4.082
4833243.cif,0
4832631.cif,0
4834266.cif,0
4831884.cif,1.879
4834080.cif,0
4832391.cif,0.228
4832742.cif,0
4831869.cif,0
4832514.cif,3.938
4834443.cif,0
4831878.cif,0
4833477.cif,0
4833378.cif,0
4832439.cif,0
4832496.cif,0
4833636.cif,0
4833765.cif,0
4832853.cif,0
4833213.cif,0
4832682.cif,0
4832694.cif,0
4833693.cif,0
4833753.cif,0
4832655.cif,0
4894968.cif,0
4832412.cif,0
4832463.cif,0
4833312.cif,0
4833111.cif,0
4835814.cif,0
4833327.cif,0
4834224.cif,0
4831872.cif,0
4835844.cif,0
4894377.cif,0
4834749.cif,0
4831887.cif,0
4833345.cif,0
4832451.cif,0
4862709.cif,0
4832556.cif,0
4833273.cif,0
4894512.cif,2.046
4831890.cif,1.917
4832703.cif,0
4832559.cif,1.545
4832622.cif,0
4832457.cif,3.032
4833714.cif,0
4833777.cif,0
4831899.cif,0
4832442.cif,0
4832712.cif,3.428
4834035.cif,1.792
4835523.cif,0
4832829.cif,0
4836090.cif,0
4832454.cif,1.876
4832436.cif,0
4836183.cif,1.747
4834791.cif,3.333
4835031.cif,0
4834392.cif,1.548
4832010.cif,2.51
4833669.cif,0
4834221.cif,0
4831905.cif,0
4833633.cif,0
4832532.cif,0
4834125.cif,0
4833741.cif,0
4833288.cif,0
4832574.cif,4.001
4834002.cif,1.918
4834257.cif,2.039
4833261.cif,0
4832637.cif,0
4834323.cif,1.435
4835787.cif,2.492
4894653.cif,3.544
4834821.cif,0.296
4834410.cif,3.6
4833255.cif,0
4833582.cif,0
4834128.cif,0
4834755.cif,0
4832697.cif,0
4832550.cif,0
4836168.cif,0
4832748.cif,0
4894662.cif,0
4832589.cif,0
4834641.cif,0.585
4835133.cif,0
4834767.cif,0
4834626.cif,2.202
4834608.cif,0
4833474.cif,1.824
4832709.cif,0
4832652.cif,0
4834521.cif,1.8
4894932.cif,0
4832772.cif,0.284
4835322.cif,0
4831917.cif,1.909
4894308.cif,0
4835514.cif,0
4831908.cif,0.341
4831938.cif,0
4833822.cif,0
4832529.cif,0
4834332.cif,3.541
4832517.cif,4.016
4833774.cif,0
4895271.cif,0
4834677.cif,0
4833594.cif,0
4833804.cif,1.587
4834236.cif,0
4833951.cif,0
4832859.cif,0
4834389.cif,0.467
4834734.cif,0
4833555.cif,0
4833081.cif,0
4833522.cif,0
4835166.cif,0
4832502.cif,0
4832907.cif,0
4835622.cif,0
4832613.cif,0
4834242.cif,0
4831974.cif,0
4832817.cif,0
4832610.cif,0
4862022.cif,1.037
4833573.cif,0
4834260.cif,0
4832739.cif,2.049
4833621.cif,0
4831956.cif,0
4833525.cif,0
4833540.cif,0
4832538.cif,3.134
4833816.cif,0.341
4833663.cif,0
4832592.cif,0
4833726.cif,0
4894938.cif,0
4894314.cif,0
4834143.cif,0
4832937.cif,0
4831980.cif,0
4832664.cif,0
4832595.cif,0
4832508.cif,0
4833339.cif,0
4832841.cif,0
4835043.cif,0
4835628.cif,0
4832679.cif,0
4835955.cif,0
4833825.cif,0
4835046.cif,0
4834155.cif,0
4832499.cif,0
4834365.cif,0
4833369.cif,0
