id,formation_energy
5913221.cif,1.2606
5913380.cif,1.0645
5913228.cif,0.1841
5913239.cif,0.7945
5914025.cif,0.7484
5913990.cif,0.1333
5913230.cif,-0.3539
5914026.cif,0.3449
5913264.cif,0.4146
5913231.cif,0.324
5913229.cif,0.5421
5913232.cif,1.7256
5913233.cif,1.5585
5913265.cif,1.0918
5913237.cif,1.0178
5913234.cif,2.2568
5913263.cif,1.7384
5913242.cif,2.9734
5913244.cif,-0.1494
5913252.cif,0.8607
5913248.cif,0.3424
5913256.cif,0.8335
5914032.cif,0.2901
5913249.cif,0.5867
5913262.cif,0.2361
5913257.cif,0.5635
5913260.cif,1.9614
5913266.cif,0.7603
5913267.cif,1.7321
5913286.cif,0.8206
5913290.cif,0.6649
5913272.cif,-0.187
5913273.cif,-0.3274
5913274.cif,-0.6087
5913278.cif,-0.0332
5913283.cif,2.1485
5913279.cif,0.2903
5913280.cif,-0.0395
5913371.cif,1.4826
5913281.cif,1.22
5913320.cif,0.4415
5913282.cif,1.063
5913276.cif,2.2434
5913291.cif,0.7487
5913295.cif,-2.4554
5913288.cif,1.4056
5913292.cif,0.0555
5913314.cif,0.9891
5913293.cif,1.4944
5913313.cif,0.6413
5913298.cif,-1.2023
5913329.cif,1.2624
5913299.cif,0.3914
5913301.cif,-1.1685
5913303.cif,0.5367
5913304.cif,1.4809
5913361.cif,0.12
5913305.cif,-0.3433
5913306.cif,-1.6189
5913307.cif,1.321
5913308.cif,2.5735
5913328.cif,0.6866
5913332.cif,0.6824
5913309.cif,0.3884
5913311.cif,0.4226
5913316.cif,-0.1551
5913315.cif,0.555
5913337.cif,0.0204
5913326.cif,0.7916
5913317.cif,0.776
5913312.cif,-1.3499
5913338.cif,2.5441
5913318.cif,1.6394
5913319.cif,0.4851
5913321.cif,0.0182
5913322.cif,1.6267
5913346.cif,-0.0797
5913339.cif,0.212
5913340.cif,1.4503
5913353.cif,0.2904
5913354.cif,2.295
5913358.cif,0.427
5913344.cif,0.8128
5913362.cif,0.4545
5926053.cif,-0.243
5926019.cif,0.9428
5926363.cif,2.2033
5925996.cif,-0.7189
5926025.cif,-1.0946
5926093.cif,0.7158
5926097.cif,1.563
5926058.cif,-0.0227
5926113.cif,0.6126
5926027.cif,1.6521
5926073.cif,1.1482
5926223.cif,1.6074
5926069.cif,1.9595
5926060.cif,2.1847
5926090.cif,0.9205
5930374.cif,0.7982
5926455.cif,0.8087
5926071.cif,-0.306
5926120.cif,-1.5596
5926124.cif,1.7091
5926095.cif,1.8425
5926389.cif,1.6278
5926155.cif,1.0265
5926213.cif,0.5665
5926101.cif,0.5174
5926226.cif,0.0125
5926351.cif,1.1621
5926421.cif,1.4119
5926356.cif,0.7227
5926265.cif,0.8394
5926153.cif,1.2256
5926135.cif,0.2948
5926114.cif,0.6813
5926350.cif,0.2492
5926423.cif,1.1404
5926290.cif,2.3017
5926175.cif,0.7671
5926276.cif,-0.0919
5926207.cif,1.9599
5926247.cif,1.4629
5926232.cif,1.638
5926187.cif,-1.525
5926202.cif,2.1458
5926196.cif,0.5106
5926172.cif,0.8201
5926174.cif,1.4202
5926227.cif,-0.1065
5926266.cif,0.4844
5926344.cif,0.6495
5926210.cif,0.0956
5926289.cif,0.6033
5926281.cif,1.8656
5926206.cif,1.0463
5926198.cif,-0.1972
5926410.cif,1.4956
5926291.cif,-0.0219
5926293.cif,-0.4095
5926199.cif,-0.2825
5926208.cif,0.3721
5926211.cif,0.3017
5926255.cif,2.4524
5926278.cif,1.4991
5926275.cif,0.6084
5926234.cif,2.0435
5926333.cif,0.3503
5926258.cif,-0.7546
5926321.cif,1.2259
5926274.cif,-1.9468
5926282.cif,-0.2619
5926430.cif,1.0981
5926298.cif,-0.5568
5926338.cif,0.532
5926284.cif,-0.1869
5926334.cif,0.9462
5926406.cif,0.3206
5926392.cif,0.8027
5926449.cif,0.0336
5926352.cif,1.5751
5930678.cif,1.1476
5926429.cif,0.7746
5926365.cif,0.2105
5926349.cif,1.2107
5926368.cif,0.4792
5926362.cif,1.9531
5926411.cif,0.0158
5926419.cif,0.3831
5930398.cif,-0.903
5926328.cif,0.9469
5926357.cif,0.699
5926431.cif,0.3721
5926432.cif,1.7161
5926358.cif,0.9232
5926448.cif,0.6749
5926329.cif,0.7844
5918764.cif,-0.1407
6007148.cif,-2.3144
6006777.cif,-2.6182
6006778.cif,-2.4341
6006779.cif,-1.9758
6006780.cif,-3.266
6006781.cif,-2.9135
6006782.cif,-3.3298
6006783.cif,-3.6835
6006784.cif,-1.3685
6006786.cif,-0.9354
6006787.cif,-0.6976
6006788.cif,-1.812
6006789.cif,-2.0722
6006790.cif,-1.7977
6006791.cif,0.4959
6006792.cif,-0.2239
6006793.cif,-1.7902
6006794.cif,-1.8387
6006795.cif,-1.804
6006796.cif,-1.8626
6007177.cif,-1.0262
6006797.cif,-1.694
6006798.cif,-2.7627
6006799.cif,-1.3159
6006800.cif,-1.7523
6006801.cif,-0.8321
6006802.cif,-1.0516
6006804.cif,-1.7494
6006805.cif,-0.7138
6006806.cif,-0.7185
6006807.cif,-1.3705
6006808.cif,-1.1387
6006809.cif,-2.8259
6006810.cif,-1.8168
6006811.cif,-0.9884
6006812.cif,-1.8513
6006813.cif,-2.694
6006814.cif,-2.3274
6006815.cif,-3.0099
6006816.cif,-1.446
6006817.cif,-1.3261
6006818.cif,-0.8523
6006819.cif,-1.3366
6006820.cif,-1.5489
6006821.cif,-3.244
6006822.cif,-3.2766
6006823.cif,-3.8394
6007149.cif,-2.3843
6006824.cif,-3.2329
6006825.cif,-3.0181
6006826.cif,-3.245
6006827.cif,-0.1134
6007147.cif,-1.582
6006828.cif,-1.5105
6006829.cif,-1.6033
6006830.cif,-1.7361
6006831.cif,-2.1588
6006832.cif,-1.7726
6006833.cif,-3.2387
6006834.cif,-3.2209
6006835.cif,-1.3184
6006836.cif,-1.6524
6006837.cif,-2.1101
6006838.cif,-2.1495
6006839.cif,-2.1217
6006840.cif,-2.1576
6006841.cif,-1.7316
6006842.cif,-1.7903
6006843.cif,0.9018
6006844.cif,2.1036
6006845.cif,-3.2219
6006846.cif,-3.2171
6006847.cif,-3.1954
6006848.cif,-3.2253
6006849.cif,-3.1972
6006850.cif,-3.2158
6006851.cif,-2.9839
6006852.cif,-2.2997
6006853.cif,-3.245
6006854.cif,-3.2431
6006855.cif,-3.2434
6006856.cif,-3.2434
6006857.cif,-3.2188
6006858.cif,-2.0329
6006859.cif,-3.2446
6006860.cif,0.1884
6006861.cif,-0.4071
6006862.cif,-0.3993
6006863.cif,-0.5219
6006864.cif,-1.2686
6006865.cif,-1.5126
6006866.cif,-1.0148
6007105.cif,0.0458
6006867.cif,-0.6096
6006897.cif,-2.486
6006898.cif,-2.694
6006899.cif,-1.955
6006902.cif,-2.0755
6006903.cif,-2.6645
6007150.cif,-2.3694
6006904.cif,-2.7051
6006905.cif,-2.3448
6006906.cif,-2.7517
6007202.cif,-1.8383
6006907.cif,-2.5031
6006908.cif,-2.5178
6006909.cif,-1.6135
6006910.cif,-1.7009
6006911.cif,-1.3953
6006912.cif,-1.4137
6006913.cif,-2.1432
6006914.cif,-1.6645
6006915.cif,-1.8938
6006916.cif,-2.3445
6006917.cif,-3.0254
6006918.cif,-3.2917
6006919.cif,-2.8074
6006920.cif,-2.5083
6006921.cif,-2.6081
6006924.cif,-1.9024
6006925.cif,-1.5206
6006926.cif,-2.8505
6006927.cif,-2.0761
6006928.cif,-2.6454
6007107.cif,-2.3941
6006929.cif,-2.3772
6006930.cif,-2.7727
6006931.cif,-2.1474
6006932.cif,-3.0245
6006933.cif,-2.8495
6006934.cif,-1.7962
6006935.cif,-1.6561
6006938.cif,-2.2477
6007169.cif,-1.9422
6006939.cif,-2.289
6006940.cif,-1.9166
6006941.cif,-2.3285
6006945.cif,-2.7487
6006946.cif,-2.8614
6006947.cif,-1.4781
6006948.cif,-2.2206
6006949.cif,-2.341
6006950.cif,-2.521
6006951.cif,-1.8954
6006952.cif,-2.3434
6006953.cif,-2.8139
6006954.cif,-2.5105
6006957.cif,-1.4665
6006959.cif,-3.5975
6006960.cif,-2.8264
6006961.cif,-1.7509
6006962.cif,-2.1726
6006963.cif,-3.1837
6006964.cif,-0.9951
6006966.cif,-3.1314
6006974.cif,-2.7802
6006976.cif,-1.8021
6006977.cif,-3.1388
6006978.cif,-2.772
6006979.cif,-1.7809
6006980.cif,-3.1169
6008876.cif,-2.4918
6008877.cif,-2.6682
6008879.cif,-2.4666
6008880.cif,-1.9311
6008881.cif,-2.4552
6008883.cif,-1.4755
6008884.cif,-0.2525
6008885.cif,-0.8199
6008886.cif,-0.8909
6008887.cif,-1.0505
6008888.cif,-0.8473
6008889.cif,-2.7917
6008890.cif,-1.6633
6008891.cif,-3.2601
6008892.cif,-1.5691
6008893.cif,-1.5035
6008894.cif,-0.5281
6008895.cif,0.2352
6008896.cif,-2.1797
6008897.cif,-1.7871
6008898.cif,-1.3526
6008899.cif,-1.5659
6008900.cif,-0.929
6008901.cif,-1.6162
6008902.cif,-1.4289
6008903.cif,-2.8885
6008904.cif,-1.5506
6008905.cif,-1.1359
6008906.cif,-1.7338
6008907.cif,-1.0933
6008908.cif,-1.146
6008909.cif,-2.409
6008910.cif,-1.6255
6008911.cif,-1.6833
6008912.cif,-1.3977
6008913.cif,-2.5776
6008914.cif,-1.8256
6008916.cif,-2.5766
6008917.cif,-1.7648
6008918.cif,-3.5358
6008919.cif,-1.8067
6008920.cif,-0.9995
6008921.cif,-1.3728
6008922.cif,-1.1301
6008932.cif,-1.0876
6008933.cif,-3.556
6008934.cif,-2.5903
6008935.cif,-2.4315
6008936.cif,-2.2981
6008937.cif,-2.4715
6008938.cif,-2.0442
6008939.cif,-1.703
6008940.cif,-0.6841
6008941.cif,-1.6172
6008942.cif,-1.6899
6008943.cif,-2.4728
6008944.cif,-2.6302
6008945.cif,-2.327
6008946.cif,-1.4791
6008947.cif,-1.0086
6008948.cif,-0.4362
6008949.cif,-2.5741
6008950.cif,-2.9108
6008953.cif,-3.2883
6008954.cif,-3.3011
6008955.cif,-2.263
6008956.cif,-3.4708
6008958.cif,-2.2599
6008960.cif,-3.4486
6008961.cif,-3.483
6008962.cif,-2.2471
6008966.cif,-3.4058
6008967.cif,-2.7725
6008969.cif,-2.7881
6008970.cif,-2.2621
6008971.cif,-2.7699
6008975.cif,-2.7486
6008976.cif,-2.7026
6008978.cif,-2.5675
6008979.cif,-2.0701
6008980.cif,-1.7754
6008981.cif,-1.736
6008982.cif,-1.977
6008983.cif,-1.2471
6008984.cif,-2.3162
6008985.cif,-2.7504
6008986.cif,-1.57
6008987.cif,-3.0498
6008988.cif,-2.5544
6008990.cif,-2.9962
6008991.cif,-0.7925
6008992.cif,-1.443
6008993.cif,-2.1527
6008994.cif,-2.1984
6008995.cif,-1.2044
6008996.cif,-1.2762
6008997.cif,-1.644
6008998.cif,-1.412
6008999.cif,-2.5271
6009000.cif,-2.1416
6009001.cif,-2.1044
6009002.cif,-2.5153
6009005.cif,0.955
6009006.cif,-0.1076
6009009.cif,-1.6843
6009011.cif,-1.6723
6009012.cif,-2.0078
6009013.cif,-1.1095
6009014.cif,-0.8711
6009015.cif,-0.4649
6009016.cif,-2.7811
6009017.cif,-2.7114
6009018.cif,-3.2948
6009019.cif,-3.4578
6009020.cif,-2.2879
6009021.cif,0.2311
6009022.cif,-0.3064
6009023.cif,-1.4667
6009024.cif,-0.7983
6009025.cif,-1.3646
6009026.cif,-0.9972
6009027.cif,-1.3718
6009028.cif,-1.2816
6009029.cif,-1.2967
6009030.cif,-0.5094
6009031.cif,-1.0553
6009032.cif,-0.4932
6009033.cif,-0.845
6009034.cif,-1.416
6009035.cif,-0.9168
6009036.cif,-1.3693
6009037.cif,-3.1636
6009038.cif,-2.5383
6009039.cif,0.8503
6009040.cif,0.8484
6009041.cif,0.0845
6009042.cif,0.027
6009043.cif,0.1301
6009044.cif,0.6621
6009045.cif,1.1964
6009046.cif,0.7896
6009047.cif,-0.5718
6009048.cif,-0.0699
6009050.cif,0.2604
6009051.cif,-3.4793
6009052.cif,-2.9217
6009053.cif,-1.6928
6009054.cif,-2.2342
6009055.cif,-3.3612
6009056.cif,-3.0113
6009057.cif,-1.4793
6009058.cif,-3.2212
6009059.cif,-2.9376
6009069.cif,-2.3618
6009070.cif,-2.3663
6009084.cif,-2.3464
6009094.cif,-2.1823
6009089.cif,-0.7495
6009135.cif,-2.2477
6009170.cif,-2.0259
6009087.cif,-2.2794
6009128.cif,-0.5691
6009060.cif,-2.7212
6009095.cif,-2.4562
6009061.cif,-2.5093
6009062.cif,-2.7928
6009063.cif,-3.4885
6009064.cif,-2.0738
6009065.cif,-1.3076
6009066.cif,-2.1724
6009067.cif,-1.8032
6009068.cif,-3.0136
6009071.cif,-3.242
6009072.cif,-1.6228
6009073.cif,-2.5323
6009074.cif,-3.3191
6009075.cif,-2.1528
6009076.cif,-2.4025
6009077.cif,-1.6798
6009078.cif,-1.8044
6009079.cif,-2.7483
6009081.cif,-3.5088
6009082.cif,-2.9097
6009085.cif,-2.1636
6009086.cif,-2.1871
6009090.cif,-3.1191
6009096.cif,-2.5938
6009097.cif,-2.5372
6009098.cif,-1.7172
6009099.cif,-1.6628
6009100.cif,-1.8506
6009101.cif,-2.2287
6009102.cif,-2.7034
6009103.cif,-1.9556
6009104.cif,-3.4444
6009105.cif,-1.999
6009106.cif,-3.0132
6009108.cif,-1.4975
6009109.cif,-2.5904
6009110.cif,-2.5245
6009111.cif,-2.7963
6009112.cif,-3.5327
6009113.cif,-1.3001
6009114.cif,-1.8024
6009115.cif,-3.2732
6009116.cif,-2.0744
6009117.cif,-2.2115
6009118.cif,-2.63
6009119.cif,-1.5913
6009120.cif,-2.3762
6009121.cif,-2.0875
6009122.cif,-3.0623
6009123.cif,-1.6488
6009124.cif,-2.6163
6009125.cif,-1.7531
6009126.cif,-1.3861
6009127.cif,-3.1349
6009141.cif,-2.5627
6009142.cif,-2.6381
6009143.cif,-3.8604
6009144.cif,-1.6679
6009338.cif,-2.4035
6009145.cif,-2.5444
6009146.cif,-3.5314
6009147.cif,-2.8205
6009148.cif,-1.8152
6009149.cif,-2.0376
6009150.cif,-2.7867
6009151.cif,-2.3231
6009152.cif,-3.2737
6009153.cif,-1.2958
6009154.cif,-2.6531
6009155.cif,-1.7581
6009156.cif,-1.4467
6009157.cif,-1.1183
6009158.cif,-2.2504
6009159.cif,-1.3678
6009160.cif,-1.2608
6009161.cif,-1.9316
6009162.cif,-2.1553
6009163.cif,-3.3176
6009164.cif,-2.5195
6009165.cif,-1.6357
6009166.cif,-1.7018
6009167.cif,-2.143
6009168.cif,-2.5382
6009169.cif,-3.2854
6009171.cif,-3.3489
6009172.cif,-1.6238
6009173.cif,-1.4181
6009174.cif,-1.6726
6009175.cif,-1.802
6009176.cif,-1.352
6009177.cif,-0.7768
6009178.cif,-1.1227
6009179.cif,-2.2463
6009180.cif,-1.3618
6009181.cif,-2.1644
6009182.cif,-1.3334
6009183.cif,-1.9188
6009184.cif,-2.2227
6009185.cif,-1.5245
6009187.cif,-2.508
6009189.cif,-3.1526
6009190.cif,-1.319
6009191.cif,-1.0582
6009193.cif,-1.1469
6009194.cif,-1.6461
6009195.cif,-2.0174
6009198.cif,-1.7286
6009199.cif,-0.8597
6009200.cif,-0.8068
6009201.cif,-1.3723
6009202.cif,-3.171
6009203.cif,-1.9945
6009204.cif,-2.4396
6009205.cif,-2.0923
6009217.cif,0.491
6009219.cif,-0.0999
6009221.cif,0.4052
6009368.cif,0.9631
6009227.cif,-3.5522
6009274.cif,-2.3005
6009228.cif,-2.9848
6009229.cif,-2.558
6009230.cif,-2.3358
6009231.cif,-2.0557
6009232.cif,-3.4839
6009233.cif,-3.4797
6009234.cif,-2.7626
6009235.cif,-2.2622
6009236.cif,-3.4706
6009237.cif,-3.2996
6009238.cif,-3.0238
6009239.cif,-1.7819
6009240.cif,-2.4003
6009241.cif,-1.8753
6009242.cif,-3.4216
6009243.cif,-3.438
6009244.cif,-3.0455
6009245.cif,-3.4663
6009246.cif,-2.9742
6009247.cif,-2.5451
6009248.cif,-2.2793
6009249.cif,-2.0369
6009250.cif,-3.104
6009251.cif,-2.7506
6009252.cif,-2.259
6009253.cif,-3.4486
6009254.cif,-3.2863
6009255.cif,-2.9726
6009256.cif,-3.3392
6009257.cif,-3.4602
6009258.cif,-3.4339
6009259.cif,-3.4481
6009260.cif,-2.4307
6009261.cif,-1.8532
6009262.cif,-0.7675
6009266.cif,-1.3184
6009267.cif,-2.6713
6009270.cif,-0.8298
6009271.cif,-1.8826
6009272.cif,-1.115
6009276.cif,-0.0183
6009277.cif,0.1687
6009278.cif,0.0398
6009279.cif,-0.0676
6009280.cif,0.0109
6009281.cif,0.0509
6009282.cif,0.0976
6009283.cif,-0.0036
6009284.cif,0.0029
6009285.cif,-0.0435
6009286.cif,0.1232
6009287.cif,-0.3577
6009288.cif,0.0667
6009289.cif,-0.2255
6009351.cif,-2.0892
6009290.cif,-3.0633
6009291.cif,-1.2224
6009292.cif,-0.8024
6009293.cif,-1.043
6009294.cif,0.0365
6009295.cif,-0.0291
6009296.cif,-2.2242
6009297.cif,-1.9599
6009298.cif,-2.0065
6009299.cif,-3.5817
6009300.cif,-2.9616
6009301.cif,-1.7614
6009302.cif,-3.2203
6009303.cif,-2.1612
6009304.cif,-2.5602
6009305.cif,-1.6303
6009306.cif,-3.303
6009307.cif,-3.0544
6009308.cif,-2.1282
6009309.cif,-2.0989
6009310.cif,-2.2928
6009311.cif,-2.7641
6009312.cif,2.9266
6009313.cif,3.0519
6009314.cif,-0.2028
6009315.cif,-0.3597
6009316.cif,-0.8939
6009317.cif,-0.566
6009318.cif,-0.8974
6009319.cif,-3.1802
6009320.cif,-0.0938
6009321.cif,-0.2152
6009322.cif,-0.3291
6009323.cif,-0.3806
6009324.cif,-0.4442
6009325.cif,-1.4499
6009326.cif,-3.0464
6009327.cif,-2.2405
6009328.cif,-1.6167
6009329.cif,-2.3213
6009330.cif,0.3741
6009331.cif,0.3078
6009332.cif,0.4325
6009333.cif,-0.4378
6009334.cif,-1.8256
6009335.cif,-1.9045
6009336.cif,0.5131
6009337.cif,-2.5801
6009339.cif,-2.4036
6009340.cif,-2.7838
6011504.cif,-2.6041
6011505.cif,-3.2116
6011506.cif,-3.3155
6011507.cif,-3.3112
6011508.cif,-3.3041
6011509.cif,-1.94
6011510.cif,-3.2421
6011511.cif,-3.2284
6011512.cif,-1.1295
6011656.cif,-0.6083
6011513.cif,-0.7
6011514.cif,-0.507
6011515.cif,-0.9684
6011516.cif,-0.604
6011517.cif,-1.436
6011518.cif,-1.3381
6011519.cif,-1.3229
6011520.cif,-0.9622
6011521.cif,-1.672
6011522.cif,-1.7967
6011523.cif,-1.2301
6011524.cif,0.4052
6011525.cif,-1.6316
6011526.cif,-1.729
6011527.cif,-1.9084
6011528.cif,-1.8358
6011529.cif,-2.1403
6011530.cif,-1.6731
6011531.cif,-1.7704
6011532.cif,-0.9399
6011533.cif,-1.7553
6011534.cif,-1.3561
6011535.cif,-0.8776
6011536.cif,-1.9575
6011537.cif,-0.7899
6011538.cif,-1.7483
6011539.cif,-0.5411
6011540.cif,-1.0081
6011541.cif,-0.6399
6011542.cif,-0.8763
6011543.cif,-1.3501
6011544.cif,-0.9759
6011545.cif,-1.8617
6011546.cif,-1.6853
6011548.cif,-2.7202
6011549.cif,-1.8388
6011550.cif,-2.9146
6011657.cif,-2.1782
6011551.cif,-0.6261
6011552.cif,-1.0916
6011553.cif,-0.7228
6011554.cif,-1.2127
6011555.cif,-1.6603
6011556.cif,-1.1065
6011557.cif,-1.5895
6011558.cif,-3.2027
6011560.cif,-2.0536
6011561.cif,-3.2168
6011562.cif,-1.2865
6011563.cif,-3.1986
6011564.cif,-2.0622
6011565.cif,-1.3105
6011566.cif,-0.9703
6011567.cif,0.5344
6011568.cif,-1.8468
6011569.cif,-1.6859
6011570.cif,-1.1685
6011571.cif,-2.981
6011572.cif,-2.0942
6011573.cif,-1.1519
6011575.cif,-1.7605
6011576.cif,-2.8034
6011577.cif,-1.9608
6011578.cif,-3.0262
6011579.cif,-1.1568
6011580.cif,-1.2578
6011581.cif,-0.9193
6011582.cif,-1.3964
6011583.cif,-1.0193
6011584.cif,-2.1923
6011599.cif,-0.1345
6011600.cif,-1.84
6011601.cif,-2.1476
6011602.cif,-1.6274
6011603.cif,-1.7088
6011604.cif,-2.4902
6011605.cif,-2.0134
6011606.cif,-2.1116
6011607.cif,-2.066
6011608.cif,-1.6597
6011609.cif,-1.743
6011612.cif,-2.0267
6011613.cif,-2.1262
6011614.cif,0.2232
6011615.cif,-0.4284
6011616.cif,0.136
6011617.cif,0.3426
6011618.cif,-3.3272
6011619.cif,-3.4239
6011620.cif,-3.2004
6011621.cif,-2.1396
6011622.cif,-3.3738
6011623.cif,-0.9215
6011624.cif,-1.4015
6011625.cif,-3.5559
6011626.cif,0.1502
6011627.cif,0.5766
6011628.cif,-0.301
6011629.cif,0.1014
6011630.cif,-0.4096
6011631.cif,-0.3514
6011632.cif,-0.3619
6011633.cif,0.3501
6011634.cif,-0.4089
6011635.cif,0.6806
6011636.cif,-1.5611
6011637.cif,-0.3998
6011638.cif,-1.3351
6011639.cif,-0.6683
6011640.cif,-1.0067
6011641.cif,-1.2625
6011642.cif,-1.3305
6011643.cif,-0.9197
6011644.cif,-0.5083
6011645.cif,-0.6698
6011646.cif,0.279
6011647.cif,-1.3108
6011648.cif,-0.7144
6011649.cif,-1.3515
6011650.cif,-0.0163
6011651.cif,0.9509
6011652.cif,0.1299
6011653.cif,-1.3589
6011654.cif,-0.9408
6011655.cif,-2.3669
6011787.cif,-0.5534
6011658.cif,-1.9545
6011659.cif,-1.343
6011660.cif,-2.1717
6011661.cif,-3.2009
6011662.cif,-2.3269
6011747.cif,-1.0002
6011753.cif,-1.9411
6011814.cif,-1.1504
6011869.cif,-0.4625
6011663.cif,-2.093
6011664.cif,-1.8991
6011844.cif,-1.3435
6012651.cif,-1.0634
6011665.cif,-2.4377
6011666.cif,-2.9206
6011667.cif,-3.0531
6011668.cif,-2.614
6011669.cif,-2.5858
6011670.cif,-2.634
6011671.cif,-1.7789
6011673.cif,-1.3317
6011674.cif,-1.2307
6011675.cif,-2.4879
6011676.cif,-0.9472
6011677.cif,-0.6621
6011678.cif,-1.4891
6011679.cif,-1.5323
6011680.cif,-1.1552
6011681.cif,-2.5921
6011682.cif,-2.0383
6011683.cif,-1.1362
6011684.cif,-2.538
6011685.cif,-2.4299
6011686.cif,-3.6181
6011687.cif,-1.7632
6011688.cif,-3.0551
6011689.cif,-1.5152
6011690.cif,-1.0543
6011691.cif,-2.6746
6011692.cif,-1.9825
6011693.cif,-3.2013
6011694.cif,-1.2774
6011695.cif,-3.2689
6011696.cif,-3.268
6011697.cif,-3.2947
6011698.cif,-2.0535
6011699.cif,-3.2274
6011700.cif,-2.5613
6011701.cif,-3.2167
6011702.cif,-2.5016
6011703.cif,-2.6341
6011704.cif,-2.4581
6011705.cif,-0.6939
6011715.cif,-2.1921
6011716.cif,-2.0928
6011717.cif,-3.7947
6011718.cif,-2.3819
6011719.cif,-1.268
6011720.cif,-3.0475
6011721.cif,-3.6839
6011722.cif,-1.0915
6011723.cif,-1.8328
6011724.cif,-1.9921
6011725.cif,-2.5696
6011726.cif,-1.7477
6011727.cif,-2.2029
6011728.cif,-2.6828
6011729.cif,-1.725
6011730.cif,-1.8469
6011731.cif,-1.99
6011732.cif,-2.598
6011896.cif,-1.8516
6011733.cif,-3.5076
6011734.cif,-2.9102
6011735.cif,-2.4035
6011736.cif,-3.0541
6011737.cif,-3.0275
6011738.cif,-3.1326
6011739.cif,-3.5345
6011740.cif,-3.1564
6011741.cif,-3.414
6011742.cif,-2.7007
6011743.cif,-2.277
6011744.cif,-2.1668
6011745.cif,-2.5035
6011746.cif,-2.4903
6011748.cif,-3.4254
6011749.cif,-3.279
6011750.cif,-2.3464
6011751.cif,-1.3967
6011752.cif,-1.6845
6011806.cif,-1.9633
6011754.cif,-1.9025
6011755.cif,-1.8364
6011756.cif,-1.649
6011757.cif,-2.411
6011758.cif,-2.4814
6011760.cif,-2.0737
6011761.cif,-3.1069
6011763.cif,-3.1768
6011772.cif,-1.7409
6011773.cif,-1.7281
6011775.cif,-2.6484
6011776.cif,-2.6817
6011777.cif,-2.0001
6011778.cif,-3.3889
6011779.cif,-1.1563
6011780.cif,-3.4515
6011781.cif,-1.2853
6011782.cif,-3.5075
6011783.cif,-2.7175
6011784.cif,-1.5499
6011785.cif,-0.9468
6011788.cif,-0.7784
6011791.cif,-2.4471
6011792.cif,-1.9114
6011811.cif,-3.3425
6011812.cif,-2.4333
6011813.cif,-1.7175
6011815.cif,-1.3192
6011816.cif,-1.6061
6011817.cif,-2.0003
6011818.cif,-1.6621
6011819.cif,-3.269
6011821.cif,-3.0974
6011822.cif,-3.1055
6011823.cif,-2.4992
6011824.cif,-2.5779
6011825.cif,-1.7102
6011826.cif,-3.3865
6011827.cif,-3.3127
6011828.cif,-2.414
6011829.cif,-1.5797
6011830.cif,-1.9807
6011831.cif,-1.6272
6011832.cif,-3.2373
6011833.cif,-3.063
6011834.cif,-2.5475
6011840.cif,-0.1849
6011841.cif,0.0383
6011842.cif,-0.1698
6011843.cif,-0.2485
6011845.cif,-0.2557
6011846.cif,0.1125
6011847.cif,0.0775
6011848.cif,-0.133
6011849.cif,0.3097
6011850.cif,-0.2131
6011852.cif,0.4363
6011853.cif,-0.1062
6011854.cif,0.4961
6011855.cif,0.0284
6011856.cif,-0.1624
6011857.cif,-0.2659
6011858.cif,0.1767
6011859.cif,-0.1929
6011860.cif,0.1359
6011861.cif,-3.3494
6011862.cif,-1.9234
6011863.cif,-3.5068
6011864.cif,-3.3005
6011866.cif,-1.5865
6011867.cif,-1.8752
6011872.cif,-1.0982
6011873.cif,-2.3016
6011874.cif,-1.7491
6011875.cif,-2.5576
6011876.cif,-1.6358
6011877.cif,-1.3641
6011878.cif,-2.3541
6011879.cif,-1.7756
6011880.cif,-1.0352
6011881.cif,-2.5463
6011883.cif,0.4498
6011884.cif,0.3231
6011885.cif,-1.016
6011886.cif,-1.1946
6011887.cif,-0.0516
6011888.cif,-1.0196
6011889.cif,-1.0512
6011890.cif,-0.1581
6011891.cif,-1.2397
6011892.cif,0.211
6011893.cif,-0.7148
6011949.cif,0.0293
6011894.cif,0.9197
6011895.cif,-0.0122
6011897.cif,0.3742
6011898.cif,-1.0111
6011899.cif,-0.6172
6011900.cif,-1.0286
6011901.cif,0.1752
6011902.cif,3.023
6011903.cif,1.8659
6011906.cif,2.482
6011907.cif,1.8549
6011908.cif,-0.0226
6011909.cif,0.0208
6011910.cif,-0.1849
6011911.cif,-0.3781
6011912.cif,0.0925
6011913.cif,-0.192
6011914.cif,-0.2281
6011915.cif,-0.3828
6011916.cif,-0.2774
6012022.cif,0.3942
6011917.cif,0.0698
6011918.cif,0.1453
6011919.cif,0.2737
6011920.cif,0.0708
6011921.cif,-0.1743
6011922.cif,0.163
6011923.cif,-0.2174
6011924.cif,0.0705
6011925.cif,0.4896
6011926.cif,-1.0369
6011927.cif,-0.1064
6011928.cif,0.5467
6011929.cif,-1.033
6011930.cif,-0.8885
6011931.cif,-0.3898
6012067.cif,-0.0457
6011932.cif,0.1745
6011933.cif,0.9692
6011934.cif,-0.0364
6011935.cif,0.4253
6011936.cif,-1.0394
6011938.cif,-0.617
6011939.cif,-1.0349
6011940.cif,0.3509
6011941.cif,0.361
6011942.cif,-0.9977
6011943.cif,-0.0685
6011944.cif,-0.999
6011945.cif,-1.0163
6011947.cif,-0.2335
6011948.cif,0.5328
6011950.cif,-0.6559
